"site_id","lat","lon","state","common_name","species_id","func_type","id","phenophase_id","phenophase","year","first_yes","prior_no","elev"
32789,40.73082,-73.99733,"NY","tuliptree",82,"Deciduous broadleaf",347719,498,"Colored leaves",2025,231,20,9
32789,40.73082,-73.99733,"NY","tuliptree",82,"Deciduous broadleaf",347719,471,"Falling leaves",2025,272,20,9
32789,40.73082,-73.99733,"NY","red maple",3,"Deciduous broadleaf",347720,498,"Colored leaves",2025,258,3,9
32789,40.73082,-73.99733,"NY","red maple",3,"Deciduous broadleaf",347720,471,"Falling leaves",2025,258,3,9
32789,40.73082,-73.99733,"NY","white oak",100,"Deciduous broadleaf",347721,498,"Colored leaves",2025,258,3,9
32789,40.73082,-73.99733,"NY","American witchhazel",76,"Deciduous broadleaf",347722,498,"Colored leaves",2025,257,2,9
32789,40.73082,-73.99733,"NY","American witchhazel",76,"Deciduous broadleaf",347722,471,"Falling leaves",2025,261,3,9
54116,38.011917,-84.504448,"KY","sweetgum",81,"Deciduous broadleaf",348354,498,"Colored leaves",2025,241,2,312
54116,38.011917,-84.504448,"KY","sweetgum",81,"Deciduous broadleaf",348354,471,"Falling leaves",2025,247,4,312
52282,38.014748,-84.50634,"KY","Kentucky yellowwood",1179,"Deciduous broadleaf",348357,498,"Colored leaves",2025,233,2,316
