"site_id","lat","lon","state","common_name","species_id","func_type","id","phenophase_id","phenophase","year","first_yes","prior_no","elev"
2,43.08535,-70.69133,"ME","sugar maple",61,"Deciduous broadleaf",2,498,"Colored leaves",2025,252,14,12
2,43.08535,-70.69133,"ME","sugar maple",61,"Deciduous broadleaf",2,471,"Falling leaves",2025,252,14,12
2,43.08535,-70.69133,"ME","sugar maple",61,"Deciduous broadleaf",7,498,"Colored leaves",2025,238,13,12
2,43.08535,-70.69133,"ME","sugar maple",61,"Deciduous broadleaf",7,471,"Falling leaves",2025,252,14,12
2,43.08535,-70.69133,"ME","forsythia",73,"Deciduous broadleaf",519,498,"Colored leaves",2025,252,14,12
859,40.059612,-83.009933,"OH","flowering dogwood",12,"Deciduous broadleaf",769,498,"Colored leaves",2025,233,11,260
859,40.059612,-83.009933,"OH","flowering dogwood",12,"Deciduous broadleaf",769,471,"Falling leaves",2025,243,10,260
1109,44.750778,-108.767281,"WY","green ash",75,"Deciduous broadleaf",1385,498,"Colored leaves",2025,265,14,1343
1109,44.750778,-108.767281,"WY","chokecherry",29,"Deciduous broadleaf",1386,498,"Colored leaves",2025,265,14,1343
1274,47.754948,-122.357971,"WA","common snowberry",92,"Deciduous broadleaf",1849,498,"Colored leaves",2025,242,7,98
2,43.08535,-70.69133,"ME","forsythia",73,"Deciduous broadleaf",2100,498,"Colored leaves",2025,252,14,12
2,43.08535,-70.69133,"ME","forsythia",73,"Deciduous broadleaf",2101,498,"Colored leaves",2025,252,14,12
2,43.08535,-70.69133,"ME","sugar maple",61,"Deciduous broadleaf",2102,498,"Colored leaves",2025,225,24,12
2,43.08535,-70.69133,"ME","sugar maple",61,"Deciduous broadleaf",2102,471,"Falling leaves",2025,225,24,12
2,43.08535,-70.69133,"ME","northern red oak",102,"Deciduous broadleaf",2104,498,"Colored leaves",2025,225,24,12
2,43.08535,-70.69133,"ME","northern red oak",102,"Deciduous broadleaf",2104,471,"Falling leaves",2025,225,24,12
2,43.08535,-70.69133,"ME","black cherry",28,"Deciduous broadleaf",2106,498,"Colored leaves",2025,225,24,12
2,43.08535,-70.69133,"ME","paper birch",99,"Deciduous broadleaf",2111,498,"Colored leaves",2025,201,8,12
2,43.08535,-70.69133,"ME","paper birch",99,"Deciduous broadleaf",2111,471,"Falling leaves",2025,201,8,12
2,43.08535,-70.69133,"ME","American witchhazel",76,"Deciduous broadleaf",2112,498,"Colored leaves",2025,225,24,12
1484,47.776241,-122.377419,"WA","redosier dogwood",70,"Deciduous broadleaf",2559,498,"Colored leaves",2025,206,13,99
1484,47.776241,-122.377419,"WA","redosier dogwood",70,"Deciduous broadleaf",2559,471,"Falling leaves",2025,271,8,99
1484,47.776241,-122.377419,"WA","common snowberry",92,"Deciduous broadleaf",2562,498,"Colored leaves",2025,249,7,99
1668,40.866283,-73.875717,"NY","American beech",79,"Deciduous broadleaf",3210,498,"Colored leaves",2025,234,29,18
1668,40.866283,-73.875717,"NY","American beech",79,"Deciduous broadleaf",3210,471,"Falling leaves",2025,234,29,18
1668,40.866283,-73.875717,"NY","sweetgum",81,"Deciduous broadleaf",3217,498,"Colored leaves",2025,254,7,18
1668,40.866283,-73.875717,"NY","white ash",74,"Deciduous broadleaf",3218,498,"Colored leaves",2025,234,29,18
1668,40.866283,-73.875717,"NY","white ash",74,"Deciduous broadleaf",3218,471,"Falling leaves",2025,234,29,18
1668,40.866283,-73.875717,"NY","tuliptree",82,"Deciduous broadleaf",3219,471,"Falling leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","northern red oak",102,"Deciduous broadleaf",3223,498,"Colored leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","tuliptree",82,"Deciduous broadleaf",3224,498,"Colored leaves",2025,254,6,18
1668,40.866283,-73.875717,"NY","tuliptree",82,"Deciduous broadleaf",3226,471,"Falling leaves",2025,254,6,18
1668,40.866283,-73.875717,"NY","red maple",3,"Deciduous broadleaf",3227,498,"Colored leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","red maple",3,"Deciduous broadleaf",3227,471,"Falling leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","red maple",3,"Deciduous broadleaf",3228,498,"Colored leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","red maple",3,"Deciduous broadleaf",3228,471,"Falling leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","sweetgum",81,"Deciduous broadleaf",3236,498,"Colored leaves",2025,247,8,18
1380,34.457253,-119.709938,"CA","black elderberry",90,"Deciduous broadleaf",4194,471,"Falling leaves",2025,225,28,225
1668,40.866283,-73.875717,"NY","white ash",74,"Deciduous broadleaf",4265,498,"Colored leaves",2025,234,29,18
1668,40.866283,-73.875717,"NY","white ash",74,"Deciduous broadleaf",4265,471,"Falling leaves",2025,234,29,18
1668,40.866283,-73.875717,"NY","American beech",79,"Deciduous broadleaf",4267,498,"Colored leaves",2025,254,7,18
2120,40.863445,-73.876656,"NY","pignut hickory",67,"Deciduous broadleaf",4311,498,"Colored leaves",2025,220,3,41
2120,40.863445,-73.876656,"NY","pignut hickory",67,"Deciduous broadleaf",4311,471,"Falling leaves",2025,199,2,41
2120,40.863445,-73.876656,"NY","black cherry",28,"Deciduous broadleaf",4314,498,"Colored leaves",2025,217,3,41
2120,40.863445,-73.876656,"NY","black cherry",28,"Deciduous broadleaf",4314,471,"Falling leaves",2025,199,2,41
2120,40.863445,-73.876656,"NY","northern red oak",102,"Deciduous broadleaf",4318,498,"Colored leaves",2025,192,3,41
2120,40.863445,-73.876656,"NY","northern red oak",102,"Deciduous broadleaf",4318,471,"Falling leaves",2025,199,2,41
2120,40.863445,-73.876656,"NY","pignut hickory",67,"Deciduous broadleaf",4319,498,"Colored leaves",2025,220,3,41
2120,40.863445,-73.876656,"NY","pignut hickory",67,"Deciduous broadleaf",4319,471,"Falling leaves",2025,220,3,41
2120,40.863445,-73.876656,"NY","northern red oak",102,"Deciduous broadleaf",4320,498,"Colored leaves",2025,234,3,41
2120,40.863445,-73.876656,"NY","northern red oak",102,"Deciduous broadleaf",4320,471,"Falling leaves",2025,206,7,41
2120,40.863445,-73.876656,"NY","pignut hickory",67,"Deciduous broadleaf",4322,498,"Colored leaves",2025,220,3,41
2120,40.863445,-73.876656,"NY","pignut hickory",67,"Deciduous broadleaf",4322,471,"Falling leaves",2025,199,2,41
2119,40.862221,-73.875191,"NY","pignut hickory",67,"Deciduous broadleaf",4325,498,"Colored leaves",2025,270,7,27
2119,40.862221,-73.875191,"NY","pignut hickory",67,"Deciduous broadleaf",4326,498,"Colored leaves",2025,270,7,27
2119,40.862221,-73.875191,"NY","pignut hickory",67,"Deciduous broadleaf",4328,498,"Colored leaves",2025,221,7,27
2119,40.862221,-73.875191,"NY","black cherry",28,"Deciduous broadleaf",4329,498,"Colored leaves",2025,263,17,27
2119,40.862221,-73.875191,"NY","sweetgum",81,"Deciduous broadleaf",4340,498,"Colored leaves",2025,270,6,27
2119,40.862221,-73.875191,"NY","red maple",3,"Deciduous broadleaf",4346,498,"Colored leaves",2025,270,7,27
2119,40.862221,-73.875191,"NY","sweetgum",81,"Deciduous broadleaf",4347,498,"Colored leaves",2025,263,17,27
2119,40.862221,-73.875191,"NY","northern red oak",102,"Deciduous broadleaf",4352,498,"Colored leaves",2025,270,7,27
2119,40.862221,-73.875191,"NY","northern red oak",102,"Deciduous broadleaf",4354,498,"Colored leaves",2025,270,7,27
1668,40.866283,-73.875717,"NY","sweetgum",81,"Deciduous broadleaf",4358,498,"Colored leaves",2025,247,8,18
1668,40.866283,-73.875717,"NY","American beech",79,"Deciduous broadleaf",4362,498,"Colored leaves",2025,247,8,18
1904,47.143215,-93.431,"MN","red maple",3,"Deciduous broadleaf",5081,498,"Colored leaves",2025,254,5,391
1904,47.143215,-93.431,"MN","red maple",3,"Deciduous broadleaf",5081,471,"Falling leaves",2025,254,5,391
1904,47.143215,-93.431,"MN","chokecherry",29,"Deciduous broadleaf",5084,498,"Colored leaves",2025,249,5,391
1904,47.143215,-93.431,"MN","chokecherry",29,"Deciduous broadleaf",5084,471,"Falling leaves",2025,257,8,391
263,40.58725,-104.963005,"CO","quaking aspen",27,"Deciduous broadleaf",5372,498,"Colored leaves",2025,271,8,1528
2803,39.971001,-105.397003,"CO","quaking aspen",27,"Deciduous broadleaf",6674,498,"Colored leaves",2025,230,2,2394
2803,39.971001,-105.397003,"CO","quaking aspen",27,"Deciduous broadleaf",6674,471,"Falling leaves",2025,230,2,2394
2803,39.971001,-105.397003,"CO","quaking aspen",27,"Deciduous broadleaf",8384,498,"Colored leaves",2025,218,6,2394
2803,39.971001,-105.397003,"CO","quaking aspen",27,"Deciduous broadleaf",8384,471,"Falling leaves",2025,230,2,2394
2803,39.971001,-105.397003,"CO","chokecherry",29,"Deciduous broadleaf",8399,498,"Colored leaves",2025,225,2,2394
2803,39.971001,-105.397003,"CO","chokecherry",29,"Deciduous broadleaf",8399,471,"Falling leaves",2025,225,2,2394
2803,39.971001,-105.397003,"CO","chokecherry",29,"Deciduous broadleaf",8400,498,"Colored leaves",2025,225,2,2394
2803,39.971001,-105.397003,"CO","chokecherry",29,"Deciduous broadleaf",8400,471,"Falling leaves",2025,225,2,2394
5442,34.12822,-116.039612,"CA","honey mesquite",84,"Drought deciduous broadleaf",11431,498,"Colored leaves",2025,203,15,601
5442,34.12822,-116.039612,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,498,"Colored leaves",2025,230,14,601
5442,34.12822,-116.039612,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,498,"Colored leaves",2025,209,6,601
6081,34.0312,-118.811821,"CA","black elderberry",90,"Deciduous broadleaf",15876,498,"Colored leaves",2025,207,21,28
6081,34.0312,-118.811821,"CA","black elderberry",90,"Deciduous broadleaf",15876,471,"Falling leaves",2025,207,21,28
6362,43.012966,-73.649918,"NY","American beech",79,"Deciduous broadleaf",17980,498,"Colored leaves",2025,267,8,114
6362,43.012966,-73.649918,"NY","red maple",3,"Deciduous broadleaf",17981,498,"Colored leaves",2025,259,8,114
6399,37.978359,-122.126457,"CA","California buckeye",713,"Deciduous broadleaf",18494,471,"Falling leaves",2025,202,4,65
6399,37.978359,-122.126457,"CA","California buckeye",713,"Deciduous broadleaf",18495,471,"Falling leaves",2025,195,4,65
6399,37.978359,-122.126457,"CA","California buckeye",713,"Deciduous broadleaf",18496,471,"Falling leaves",2025,244,4,65
6399,37.978359,-122.126457,"CA","black elderberry",90,"Deciduous broadleaf",19541,471,"Falling leaves",2025,237,4,65
6399,37.978359,-122.126457,"CA","black elderberry",90,"Deciduous broadleaf",19542,498,"Colored leaves",2025,198,3,65
6399,37.978359,-122.126457,"CA","black elderberry",90,"Deciduous broadleaf",19542,471,"Falling leaves",2025,195,4,65
6399,37.978359,-122.126457,"CA","common snowberry",92,"Deciduous broadleaf",19543,471,"Falling leaves",2025,209,4,65
6399,37.978359,-122.126457,"CA","common snowberry",92,"Deciduous broadleaf",19544,471,"Falling leaves",2025,244,4,65
6399,37.978359,-122.126457,"CA","common snowberry",92,"Deciduous broadleaf",19545,471,"Falling leaves",2025,223,4,65
2,43.08535,-70.69133,"ME","common winterberry ",897,"Deciduous broadleaf",22723,498,"Colored leaves",2025,261,9,12
2,43.08535,-70.69133,"ME","common winterberry ",897,"Deciduous broadleaf",22724,498,"Colored leaves",2025,272,11,12
2,43.08535,-70.69133,"ME","common winterberry ",897,"Deciduous broadleaf",22724,471,"Falling leaves",2025,252,14,12
8182,35.586998,-83.074631,"NC","red maple",3,"Deciduous broadleaf",23058,498,"Colored leaves",2025,241,1,1509
8182,35.586998,-83.074631,"NC","American basswood",93,"Deciduous broadleaf",23059,498,"Colored leaves",2025,250,9,1509
8182,35.586998,-83.074631,"NC","American basswood",93,"Deciduous broadleaf",23059,471,"Falling leaves",2025,266,2,1509
8182,35.586998,-83.074631,"NC","northern red oak",102,"Deciduous broadleaf",23062,498,"Colored leaves",2025,250,9,1509
8182,35.586998,-83.074631,"NC","northern red oak",102,"Deciduous broadleaf",23062,471,"Falling leaves",2025,266,2,1509
8182,35.586998,-83.074631,"NC","black cherry",28,"Deciduous broadleaf",23065,471,"Falling leaves",2025,266,2,1509
8182,35.586998,-83.074631,"NC","yellow buckeye",1172,"Deciduous broadleaf",23066,471,"Falling leaves",2025,258,2,1509
8182,35.586998,-83.074631,"NC","red maple",3,"Deciduous broadleaf",23068,498,"Colored leaves",2025,241,1,1509
8182,35.586998,-83.074631,"NC","red maple",3,"Deciduous broadleaf",23068,471,"Falling leaves",2025,271,2,1509
2540,41.255749,-73.456375,"CT","sugar maple",61,"Deciduous broadleaf",23274,498,"Colored leaves",2025,199,2,193
2540,41.255749,-73.456375,"CT","sugar maple",61,"Deciduous broadleaf",23274,471,"Falling leaves",2025,232,3,193
2540,41.255749,-73.456375,"CT","sugar maple",61,"Deciduous broadleaf",23275,498,"Colored leaves",2025,185,2,193
2540,41.255749,-73.456375,"CT","sugar maple",61,"Deciduous broadleaf",23275,471,"Falling leaves",2025,222,4,193
2540,41.255749,-73.456375,"CT","sugar maple",61,"Deciduous broadleaf",23276,498,"Colored leaves",2025,192,7,193
2540,41.255749,-73.456375,"CT","sugar maple",61,"Deciduous broadleaf",23276,471,"Falling leaves",2025,192,7,193
30,32.216873,-110.801132,"AZ","desert willow",832,"Drought deciduous broadleaf",23593,498,"Colored leaves",2025,271,29,820
6362,43.012966,-73.649918,"NY","black cherry",28,"Deciduous broadleaf",23604,471,"Falling leaves",2025,259,8,114
2,43.08535,-70.69133,"ME","black oak",1159,"Deciduous broadleaf",24293,498,"Colored leaves",2025,252,14,12
6362,43.012966,-73.649918,"NY","American beech",79,"Deciduous broadleaf",24295,498,"Colored leaves",2025,259,8,114
6362,43.012966,-73.649918,"NY","American beech",79,"Deciduous broadleaf",24295,471,"Falling leaves",2025,267,8,114
6362,43.012966,-73.649918,"NY","red maple",3,"Deciduous broadleaf",24296,471,"Falling leaves",2025,259,8,114
6362,43.012966,-73.649918,"NY","red maple",3,"Deciduous broadleaf",24297,471,"Falling leaves",2025,259,8,114
6362,43.012966,-73.649918,"NY","American beech",79,"Deciduous broadleaf",24298,498,"Colored leaves",2025,259,8,114
6362,43.012966,-73.649918,"NY","American beech",79,"Deciduous broadleaf",24298,471,"Falling leaves",2025,267,8,114
6362,43.012966,-73.649918,"NY","black cherry",28,"Deciduous broadleaf",24299,471,"Falling leaves",2025,259,8,114
8208,41.256149,-73.457321,"CT","red maple",3,"Deciduous broadleaf",24820,498,"Colored leaves",2025,192,7,194
8208,41.256149,-73.457321,"CT","red maple",3,"Deciduous broadleaf",24820,471,"Falling leaves",2025,199,2,194
8208,41.256149,-73.457321,"CT","red maple",3,"Deciduous broadleaf",24821,498,"Colored leaves",2025,222,4,194
8208,41.256149,-73.457321,"CT","red maple",3,"Deciduous broadleaf",24821,471,"Falling leaves",2025,229,7,194
8208,41.256149,-73.457321,"CT","red maple",3,"Deciduous broadleaf",24822,498,"Colored leaves",2025,205,5,194
8208,41.256149,-73.457321,"CT","red maple",3,"Deciduous broadleaf",24822,471,"Falling leaves",2025,199,2,194
8418,32.363758,-94.873947,"TX","sweetgum",81,"Deciduous broadleaf",25348,498,"Colored leaves",2025,239,7,110
8418,32.363758,-94.873947,"TX","sweetgum",81,"Deciduous broadleaf",25348,471,"Falling leaves",2025,254,5,110
8418,32.363758,-94.873947,"TX","eastern redbud",7,"Deciduous broadleaf",25365,498,"Colored leaves",2025,222,4,110
8418,32.363758,-94.873947,"TX","eastern redbud",7,"Deciduous broadleaf",25365,471,"Falling leaves",2025,232,3,110
8418,32.363758,-94.873947,"TX","tuliptree",82,"Deciduous broadleaf",25366,498,"Colored leaves",2025,229,7,110
8418,32.363758,-94.873947,"TX","tuliptree",82,"Deciduous broadleaf",25366,471,"Falling leaves",2025,257,3,110
8418,32.363758,-94.873947,"TX","Virginia creeper",952,"Deciduous broadleaf",28243,471,"Falling leaves",2025,194,4,110
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",29315,471,"Falling leaves",2025,266,9,418
8836,35.686604,-83.537605,"TN","red maple",3,"Deciduous broadleaf",29438,498,"Colored leaves",2025,253,2,444
8836,35.686604,-83.537605,"TN","sweetgum",81,"Deciduous broadleaf",29440,498,"Colored leaves",2025,251,6,444
8836,35.686604,-83.537605,"TN","tuliptree",82,"Deciduous broadleaf",29442,498,"Colored leaves",2025,258,5,444
8836,35.686604,-83.537605,"TN","tuliptree",82,"Deciduous broadleaf",29443,498,"Colored leaves",2025,237,5,444
8836,35.686604,-83.537605,"TN","American hornbeam",823,"Deciduous broadleaf",29444,498,"Colored leaves",2025,251,6,444
8836,35.686604,-83.537605,"TN","American hornbeam",823,"Deciduous broadleaf",29446,498,"Colored leaves",2025,237,5,444
8901,35.590618,-83.470062,"TN","yellow birch",97,"Deciduous broadleaf",29916,471,"Falling leaves",2025,266,7,1797
8901,35.590618,-83.470062,"TN","yellow birch",97,"Deciduous broadleaf",29918,471,"Falling leaves",2025,266,7,1797
8901,35.590618,-83.470062,"TN","American mountain ash",91,"Deciduous broadleaf",29924,498,"Colored leaves",2025,266,7,1797
8182,35.586998,-83.074631,"NC","black cherry",28,"Deciduous broadleaf",29927,498,"Colored leaves",2025,251,1,1509
8182,35.586998,-83.074631,"NC","black cherry",28,"Deciduous broadleaf",29927,471,"Falling leaves",2025,266,2,1509
8902,35.520927,-83.309875,"NC","red maple",3,"Deciduous broadleaf",29928,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","northern red oak",102,"Deciduous broadleaf",29929,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","tuliptree",82,"Deciduous broadleaf",29932,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","tuliptree",82,"Deciduous broadleaf",29934,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","tuliptree",82,"Deciduous broadleaf",29934,471,"Falling leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","tuliptree",82,"Deciduous broadleaf",29935,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","black oak",1159,"Deciduous broadleaf",29937,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","flowering dogwood",12,"Deciduous broadleaf",29938,498,"Colored leaves",2025,227,23,637
8902,35.520927,-83.309875,"NC","black cherry",28,"Deciduous broadleaf",29940,498,"Colored leaves",2025,257,30,637
8904,35.510715,-83.303322,"NC","American basswood",93,"Deciduous broadleaf",29959,498,"Colored leaves",2025,227,23,614
8902,35.520927,-83.309875,"NC","shagbark hickory",68,"Deciduous broadleaf",29961,498,"Colored leaves",2025,257,30,637
8902,35.520927,-83.309875,"NC","shagbark hickory",68,"Deciduous broadleaf",29961,471,"Falling leaves",2025,257,30,637
8904,35.510715,-83.303322,"NC","tuliptree",82,"Deciduous broadleaf",29962,498,"Colored leaves",2025,257,30,614
8904,35.510715,-83.303322,"NC","tuliptree",82,"Deciduous broadleaf",29962,471,"Falling leaves",2025,257,30,614
8904,35.510715,-83.303322,"NC","black cherry",28,"Deciduous broadleaf",29965,498,"Colored leaves",2025,257,30,614
8904,35.510715,-83.303322,"NC","black cherry",28,"Deciduous broadleaf",29965,471,"Falling leaves",2025,265,8,614
8927,37.867977,-122.580109,"CA","red alder",63,"Deciduous broadleaf",30121,498,"Colored leaves",2025,198,16,8
8981,35.729073,-83.406631,"TN","American beech",79,"Deciduous broadleaf",30491,498,"Colored leaves",2025,199,7,442
8981,35.729073,-83.406631,"TN","tuliptree",82,"Deciduous broadleaf",30494,498,"Colored leaves",2025,192,7,442
8981,35.729073,-83.406631,"TN","tuliptree",82,"Deciduous broadleaf",30495,498,"Colored leaves",2025,213,1,442
8981,35.729073,-83.406631,"TN","tuliptree",82,"Deciduous broadleaf",30497,498,"Colored leaves",2025,226,5,442
8981,35.729073,-83.406631,"TN","tuliptree",82,"Deciduous broadleaf",30498,498,"Colored leaves",2025,192,7,442
8981,35.729073,-83.406631,"TN","tuliptree",82,"Deciduous broadleaf",30499,498,"Colored leaves",2025,241,3,442
8981,35.729073,-83.406631,"TN","sweet birch",98,"Deciduous broadleaf",30501,498,"Colored leaves",2025,199,7,442
8981,35.729073,-83.406631,"TN","sweet birch",98,"Deciduous broadleaf",30502,498,"Colored leaves",2025,252,11,442
8981,35.729073,-83.406631,"TN","sweet birch",98,"Deciduous broadleaf",30504,498,"Colored leaves",2025,252,11,442
8981,35.729073,-83.406631,"TN","red maple",3,"Deciduous broadleaf",30505,498,"Colored leaves",2025,192,7,442
8981,35.729073,-83.406631,"TN","American hornbeam",823,"Deciduous broadleaf",30506,498,"Colored leaves",2025,192,7,442
9241,34.675453,-120.040688,"CA","Eastern Mojave buckwheat",708,"Drought deciduous broadleaf",31967,498,"Colored leaves",2025,206,7,331
9241,34.675453,-120.040688,"CA","Eastern Mojave buckwheat",708,"Drought deciduous broadleaf",31967,471,"Falling leaves",2025,206,7,331
8957,34.681217,-120.037399,"CA","Eastern Mojave buckwheat",708,"Drought deciduous broadleaf",31968,498,"Colored leaves",2025,199,7,359
8957,34.681217,-120.037399,"CA","Eastern Mojave buckwheat",708,"Drought deciduous broadleaf",31968,471,"Falling leaves",2025,206,7,359
9241,34.675453,-120.040688,"CA","Eastern Mojave buckwheat",708,"Drought deciduous broadleaf",31972,498,"Colored leaves",2025,206,7,331
9241,34.675453,-120.040688,"CA","Eastern Mojave buckwheat",708,"Drought deciduous broadleaf",31972,471,"Falling leaves",2025,206,7,331
9242,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31976,498,"Colored leaves",2025,255,7,331
9242,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31976,471,"Falling leaves",2025,262,7,331
8959,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31977,498,"Colored leaves",2025,234,7,331
8959,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31977,471,"Falling leaves",2025,234,7,331
8959,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31978,498,"Colored leaves",2025,206,7,331
8959,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31978,471,"Falling leaves",2025,234,7,331
8959,34.675453,-120.040688,"CA","blue elderberry",1015,"Deciduous broadleaf",31979,471,"Falling leaves",2025,199,7,331
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",32900,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",32901,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",33104,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",33105,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",33107,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",33108,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","sweetgum",81,"Deciduous broadleaf",33113,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","sweetgum",81,"Deciduous broadleaf",33115,498,"Colored leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","sweetgum",81,"Deciduous broadleaf",33115,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","tuliptree",82,"Deciduous broadleaf",33116,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","tuliptree",82,"Deciduous broadleaf",33117,471,"Falling leaves",2025,266,9,418
8806,35.640625,-83.689034,"TN","American hornbeam",823,"Deciduous broadleaf",33122,471,"Falling leaves",2025,266,9,418
9340,35.642353,-83.687431,"TN","blackgum",941,"Deciduous broadleaf",33133,498,"Colored leaves",2025,238,7,514
9343,35.642799,-83.695915,"TN","sweet birch",98,"Deciduous broadleaf",33166,498,"Colored leaves",2025,250,4,426
9343,35.642799,-83.695915,"TN","American basswood",93,"Deciduous broadleaf",33167,498,"Colored leaves",2025,222,15,426
9343,35.642799,-83.695915,"TN","American sycamore",970,"Deciduous broadleaf",33168,498,"Colored leaves",2025,235,3,426
9343,35.642799,-83.695915,"TN","American sycamore",970,"Deciduous broadleaf",33171,498,"Colored leaves",2025,250,4,426
9343,35.642799,-83.695915,"TN","American hornbeam",823,"Deciduous broadleaf",33172,498,"Colored leaves",2025,235,3,426
9343,35.642799,-83.695915,"TN","sweetgum",81,"Deciduous broadleaf",33173,498,"Colored leaves",2025,235,3,426
9343,35.642799,-83.695915,"TN","tuliptree",82,"Deciduous broadleaf",33176,498,"Colored leaves",2025,250,4,426
9343,35.642799,-83.695915,"TN","tuliptree",82,"Deciduous broadleaf",33176,471,"Falling leaves",2025,246,11,426
9343,35.642799,-83.695915,"TN","sweetgum",81,"Deciduous broadleaf",33177,498,"Colored leaves",2025,235,3,426
9343,35.642799,-83.695915,"TN","eastern redbud",7,"Deciduous broadleaf",33178,498,"Colored leaves",2025,222,15,426
9343,35.642799,-83.695915,"TN","sweet birch",98,"Deciduous broadleaf",33182,498,"Colored leaves",2025,260,10,426
9343,35.642799,-83.695915,"TN","sweetgum",81,"Deciduous broadleaf",33183,498,"Colored leaves",2025,235,3,426
9343,35.642799,-83.695915,"TN","sweetgum",81,"Deciduous broadleaf",33183,471,"Falling leaves",2025,235,3,426
9343,35.642799,-83.695915,"TN","American beech",79,"Deciduous broadleaf",33184,498,"Colored leaves",2025,235,3,426
9344,35.640373,-83.692863,"TN","striped maple",60,"Deciduous broadleaf",33201,498,"Colored leaves",2025,269,15,438
9344,35.640373,-83.692863,"TN","tuliptree",82,"Deciduous broadleaf",33202,498,"Colored leaves",2025,241,7,438
9344,35.640373,-83.692863,"TN","tuliptree",82,"Deciduous broadleaf",33205,498,"Colored leaves",2025,254,13,438
9344,35.640373,-83.692863,"TN","tuliptree",82,"Deciduous broadleaf",33205,471,"Falling leaves",2025,269,28,438
9344,35.640373,-83.692863,"TN","sweetgum",81,"Deciduous broadleaf",33207,498,"Colored leaves",2025,269,15,438
9344,35.640373,-83.692863,"TN","sweet birch",98,"Deciduous broadleaf",33209,498,"Colored leaves",2025,254,13,438
9344,35.640373,-83.692863,"TN","tuliptree",82,"Deciduous broadleaf",33211,498,"Colored leaves",2025,269,15,438
9344,35.640373,-83.692863,"TN","sugar maple",61,"Deciduous broadleaf",33212,498,"Colored leaves",2025,254,13,438
9344,35.640373,-83.692863,"TN","sugar maple",61,"Deciduous broadleaf",33212,471,"Falling leaves",2025,269,15,438
9338,35.642117,-83.692589,"TN","striped maple",60,"Deciduous broadleaf",33216,498,"Colored leaves",2025,271,14,403
9338,35.642117,-83.692589,"TN","sweet birch",98,"Deciduous broadleaf",33220,498,"Colored leaves",2025,271,14,403
9338,35.642117,-83.692589,"TN","American witchhazel",76,"Deciduous broadleaf",33221,471,"Falling leaves",2025,271,14,403
9339,35.637402,-83.698807,"TN","American basswood",93,"Deciduous broadleaf",33244,498,"Colored leaves",2025,262,9,599
1274,47.754948,-122.357971,"WA","vine maple",777,"Deciduous broadleaf",37253,498,"Colored leaves",2025,235,6,98
1274,47.754948,-122.357971,"WA","vine maple",777,"Deciduous broadleaf",37253,471,"Falling leaves",2025,271,8,98
1668,40.866283,-73.875717,"NY","northern spicebush",915,"Deciduous broadleaf",38566,471,"Falling leaves",2025,247,8,18
2119,40.862221,-73.875191,"NY","northern spicebush",915,"Deciduous broadleaf",38567,498,"Colored leaves",2025,263,17,27
