"STATEFP","COUNTYFP","state","county","doy_1981","doy_1982","doy_1983","doy_1984","doy_1985","doy_1986","doy_1987","doy_1988","doy_1989","doy_1990","doy_1991","doy_1992","doy_1993","doy_1994","doy_1995","doy_1996","doy_1997","doy_1998","doy_1999","doy_2000","doy_2001","doy_2002","doy_2003","doy_2004","doy_2005","doy_2006","doy_2007","doy_2008","doy_2009","doy_2010","doy_2011","doy_2012","doy_2013","doy_2014","doy_2015","doy_2016","doy_2017","doy_2018","doy_2019","doy_2020","doy_2021","doy_2022","doy_2023","doy_2024","doy_2025"
"06","097","CA","Sonoma",29.3416976928711,35.211067199707,32.0539131164551,27.9945259094238,36.5861854553223,27.9327259063721,30.86350440979,32.7512168884277,36.7606582641602,34.0251502990723,32.3329124450684,32.3433418273926,34.7603530883789,31.689847946167,28.868371963501,32.5534858703613,29.7080554962158,28.9498176574707,33.0128021240234,29.1977310180664,32.5862312316895,37.014720916748,26.6448574066162,32.6258773803711,29.3924789428711,30.9512405395508,34.2309532165527,35.6968879699707,28.6771926879883,31.548469543457,32.7616424560547,29.9266757965088,31.7509994506836,24.0034198760986,25.6445484161377,30.3072681427002,31.9850845336914,30.3229560852051,27.0642929077148,27.7469596862793,27.6009349822998,27.5894603729248,30.2684574127197,26.999439239502,29.0817165374756
"06","001","CA","Alameda",25.2356281280518,32.6660804748535,30.0443458557129,27.8975639343262,34.646598815918,25.8485107421875,29.771125793457,28.3169555664062,32.784740447998,31.5817337036133,30.922571182251,32.5551376342773,31.6595611572266,30.2662715911865,27.824535369873,30.416467666626,29.0223808288574,27.7120189666748,31.5375213623047,27.1079959869385,32.1978530883789,36.7680702209473,26.3546619415283,32.5587387084961,29.5979671478271,29.5496444702148,33.3659133911133,33.9800148010254,26.9507961273193,30.7834644317627,29.3628845214844,29.4819221496582,31.8663539886475,22.7890186309814,26.158519744873,28.2121505737305,31.8085670471191,29.1925163269043,26.6724605560303,27.8684329986572,26.3404388427734,28.789644241333,31.2069530487061,26.0911464691162,30.7408580780029
"06","045","CA","Mendocino",34.1437873840332,50.8824996948242,39.9458503723145,35.7086372375488,45.3839721679688,32.5735130310059,42.8412628173828,41.4390640258789,52.3364601135254,48.5825576782227,36.7270469665527,36.3969917297363,49.199779510498,38.2732009887695,34.4963073730469,36.9722785949707,37.7872924804688,40.838005065918,47.2707710266113,37.4065246582031,46.4561576843262,42.3851699829102,29.0390396118164,41.7837257385254,37.5391654968262,37.1064682006836,39.2370643615723,45.1021461486816,35.0504150390625,38.1941833496094,35.923282623291,35.4730758666992,43.8684730529785,27.5025329589844,26.849817276001,36.4771690368652,40.8327598571777,33.4339714050293,36.0764846801758,35.3565979003906,37.7718238830566,33.4116439819336,41.9375762939453,35.4663124084473,36.3232841491699
"06","015","CA","Del Norte",41.8602638244629,73.1350784301758,54.7654457092285,48.4960250854492,59.3907508850098,44.0657691955566,54.4844665527344,48.887996673584,68.1751403808594,59.9087677001953,40.5857543945312,41.6728897094727,61.4542465209961,48.0531768798828,41.0016593933105,41.3661499023438,49.2050628662109,54.4891357421875,64.6650695800781,56.1567726135254,57.8143577575684,52.1952438354492,36.717113494873,53.8122367858887,48.0703125,56.5026206970215,48.5345153808594,65.4696884155273,45.267261505127,48.5144386291504,47.6014747619629,47.1612319946289,56.2590408325195,37.0018348693848,29.8264045715332,47.8890647888184,60.0437126159668,39.5033187866211,54.2196578979492,49.5663833618164,58.892219543457,38.119686126709,68.2385406494141,45.2914695739746,NA
"08","077","CO","Mesa",100.094291687012,106.873847961426,112.864479064941,117.251434326172,102.114555358887,86.4166641235352,106.859977722168,105.782035827637,93.6529769897461,97.1172637939453,110.673812866211,97.2340240478516,105.392219543457,96.1188430786133,96.8096084594727,96.87109375,101.088874816895,108.777351379395,97.2375793457031,97.1215896606445,99.5704956054688,99.8391418457031,102.137016296387,90.4159545898438,101.909278869629,101.004913330078,89.3162307739258,111.321228027344,96.6385726928711,108.670600891113,103.988960266113,93.3915176391602,104.830238342285,101.774040222168,88.7851104736328,99.1212158203125,86.655876159668,99.6279067993164,103.886421203613,100.933975219727,103.356224060059,103.579055786133,114.66471862793,101.27986907959,NA
"08","083","CO","Montezuma",100.432052612305,104.623435974121,112.696426391602,108.737190246582,98.2738876342773,85.0413513183594,104.404075622559,101.625640869141,88.0385513305664,95.5324325561523,109.701499938965,97.1723785400391,101.345863342285,93.6573028564453,89.2479248046875,92.0062637329102,94.8864517211914,107.210815429688,92.5037612915039,95.5845413208008,98.1211166381836,96.1444625854492,98.5761947631836,86.6827011108398,97.8242111206055,98.0651931762695,86.2519226074219,104.913093566895,91.3328704833984,107.088996887207,95.562614440918,93.4040832519531,96.9375,93.0353698730469,83.3575286865234,88.526008605957,81.9314498901367,91.8368225097656,99.5626220703125,96.8764724731445,99.3123245239258,97.6073226928711,110.582778930664,100.055274963379,NA
"08","067","CO","La Plata",111.764533996582,120.433723449707,126.267028808594,120.700721740723,111.197113037109,101.148918151855,113.008079528809,111.768043518066,97.9280471801758,108.115333557129,122.457389831543,108.315849304199,114.751312255859,107.596160888672,108.15601348877,105.341995239258,106.807754516602,119.605758666992,108.694053649902,108.937797546387,109.511001586914,103.848159790039,112.673004150391,94.9867095947266,113.442420959473,107.854072570801,99.9531707763672,117.295585632324,109.547569274902,117.674018859863,109.392951965332,102.168670654297,109.561531066895,108.942817687988,95.9581527709961,106.010482788086,95.77685546875,103.30509185791,114.023933410645,110.938583374023,109.898010253906,106.969169616699,119.958145141602,112.843673706055,NA
"06","055","CA","Napa",31.7348651885986,40.0419654846191,34.656364440918,28.1735572814941,40.0767364501953,28.9920597076416,33.9484405517578,33.5816612243652,43.9277687072754,35.1391716003418,32.9733276367188,34.052791595459,36.3379211425781,31.4845104217529,29.4055557250977,33.0371856689453,31.1559658050537,31.213960647583,34.2886428833008,29.5843486785889,32.9347190856934,38.1092147827148,27.4427394866943,34.5081634521484,31.0614643096924,31.0745735168457,35.4133529663086,37.5239868164062,29.4634609222412,32.6588325500488,34.6542015075684,30.5279846191406,33.6383895874023,24.0842723846436,26.4434032440186,30.7926254272461,32.0942726135254,31.0914840698242,27.5258808135986,28.446460723877,25.6716213226318,27.3714942932129,30.4005222320557,27.2197761535645,30.0352420806885
"10","005","DE","Sussex",84.6926879882812,76.6106719970703,69.1789169311523,80.7770767211914,72.6659469604492,74.7765045166016,87.9469680786133,76.6225814819336,75.2363739013672,43.8296890258789,60.3094673156738,64.7000122070312,81.7616348266602,83.6055603027344,70.2870635986328,75.6198501586914,59.7763977050781,56.5634918212891,61.0416603088379,66.0088119506836,77.9566116333008,60.7008209228516,81.0914459228516,78.9851455688477,75.9971160888672,51.043342590332,72.3158264160156,66.6915130615234,71.6476745605469,78.1984481811523,72.3529739379883,56.1712951660156,72.7144622802734,79.8405990600586,91.7975158691406,67.0898666381836,50.843318939209,54.1645584106445,72.7335968017578,53.3247985839844,74.227668762207,67.6956253051758,45.2747383117676,63.5424995422363,NA
"12","086","FL","Miami-Dade",22.0185775756836,8.52612590789795,10.2950105667114,15.4480991363525,11.1223678588867,10.0293827056885,13.6972398757935,10.9682235717773,10.0332117080688,8.3424015045166,8.44567489624023,13.0552892684937,7.28253221511841,12.6235265731812,11.0000419616699,14.4262466430664,9.32961845397949,8,13.0073938369751,9.2459077835083,16.9198799133301,15.0991449356079,15.5506172180176,12.4798259735107,9.59669589996338,12.1109066009521,7.7603063583374,10.9030885696411,10.8889980316162,19.0000019073486,13.5401296615601,13.4771299362183,8.97819042205811,10.9545307159424,6.86686325073242,8.25150203704834,9.29476356506348,12.8588714599609,9.30937194824219,10.3936586380005,11.2960119247437,8.89128589630127,10.1194515228271,10.6754570007324,13.0909671783447
"12","071","FL","Lee",26.0056076049805,13.7745456695557,13.1621370315552,18,20.7152576446533,13.9865446090698,17.1671962738037,15.3627271652222,11.4257640838623,8.96347045898438,8.99488162994385,16.1652565002441,8,14.9085702896118,13.2525787353516,19.9732933044434,11.68665599823,8.75295925140381,16.9177322387695,10.9599161148071,18.9897079467773,17.1157054901123,24.5615634918213,15.5868425369263,10.955641746521,15.0293016433716,9.18619632720947,13.8095283508301,14.8910064697266,20.0952663421631,17.249137878418,15.105128288269,9.8521900177002,12.1330862045288,9.9472188949585,12.8934946060181,11.9804668426514,13.9769268035889,10.734338760376,12.0623617172241,15.144305229187,10.1872854232788,11.2647562026978,14.1570138931274,18.595775604248
"12","037","FL","Franklin",31.1695213317871,25.0661487579346,29.7309398651123,29,32.1725730895996,22.1861553192139,23.9432792663574,25.4204502105713,13.4562635421753,20.9899158477783,29.1283168792725,29,16.8047943115234,28.8755035400391,25.9760112762451,27.4221324920654,20,21.6825313568115,21.3052749633789,21,29.6152458190918,24.1042423248291,30.7175521850586,26.716609954834,18.3885650634766,21.5864410400391,18.356876373291,30.2587890625,28.8134098052979,32.5875129699707,32.2607688903809,23.6878452301025,15.1064167022705,31.9090042114258,23.8784980773926,27.2972412109375,18.4749870300293,28.9384937286377,25,15.293270111084,24.9917049407959,29.9317493438721,21.0596199035645,26.9299793243408,31.7932929992676
"12","033","FL","Escambia",31.3717231750488,26.9941921234131,31.1373176574707,34.9766464233398,36.7705268859863,26.6500511169434,25.6454925537109,26.2806072235107,17.7329025268555,21.0294208526611,29.4260082244873,31.0850048065186,24.3785648345947,30.0943832397461,25.8854522705078,30.2822227478027,22.5143985748291,27.4181537628174,22.4826049804688,19.4380397796631,34.9767875671387,26.2339496612549,32.1479263305664,28.1759033203125,18.907735824585,23.5313262939453,27.2241821289062,32.8085174560547,29.2368316650391,39.7930221557617,35.043025970459,23.4043006896973,15.0120134353638,36.1284561157227,29.898983001709,28.6761913299561,17.8349914550781,34.832878112793,30.3146858215332,15.927134513855,24.9646797180176,32.278491973877,20.5887680053711,28.4838409423828,32.3162689208984
"17","031","IL","Cook",92.4147644042969,105.033905029297,89.4589385986328,102.670036315918,96.973518371582,90.2537460327148,96.7467346191406,94.7477951049805,94.6541366577148,78.3047485351562,89.1050109863281,103.281951904297,108.146926879883,97.9594116210938,98.3865585327148,104.201469421387,93.0829315185547,88.478271484375,93.7412033081055,76.105224609375,99.5258483886719,101.086814880371,92.9329681396484,90.7049713134766,94.1804885864258,95.7403793334961,85.9810180664062,102.775207519531,89.2550811767578,92.2815628051758,100.230964660645,77.6703109741211,105.037391662598,103.943618774414,96.8814086914062,84.8032455444336,86.645263671875,109.357200622559,99.664794921875,94.7681579589844,91.3967590332031,92.5264205932617,95.8020553588867,78.8079071044922,NA
"17","017","IL","Cass",85.9999923706055,96.834602355957,76.9999923706055,96.6743545532227,85.2598266601562,87.8873825073242,82.9956283569336,88,87.3839645385742,72.3361968994141,82.9727249145508,69.5070419311523,105.850791931152,88.087760925293,77.224250793457,89.8490142822266,83.9999923706055,87.9472885131836,89.7091598510742,71.5272521972656,96.1868896484375,89.5119781494141,86.8979415893555,86.0622024536133,88.0680541992188,82.3699340820312,81.9999923706055,93.9272003173828,76.9999923706055,88,81.9999923706055,72.9999923706055,98.5899124145508,97.8408966064453,88.1276321411133,72.9999923706055,62.8319625854492,91.4079360961914,91.1785125732422,85.2685775756836,80.5827789306641,79.2072677612305,80.6815032958984,69.9912948608398,NA
"17","109","IL","McDonough",86.808837890625,98.8863906860352,88.896728515625,100.352096557617,86.5874710083008,89.1040649414062,85.3669967651367,90.4042358398438,88.5185470581055,73.093505859375,84.9894027709961,82.974967956543,107.506988525391,90.351432800293,83.5148086547852,97.0226745605469,87.2826309204102,88.0552520751953,91.7907333374023,75.0926895141602,97.9669494628906,96.2223587036133,88.6216812133789,87.7525024414062,92.4311904907227,90.0482940673828,82.7171783447266,95.9801559448242,80.5782089233398,90.2517776489258,82.8838729858398,74.3140258789062,100.887649536133,100.351524353027,93.377197265625,75.5740356445312,77.0059661865234,103.314323425293,94.6459884643555,89.5765609741211,83.892204284668,81.2701873779297,89.7251815795898,69.5967483520508,NA
