"site_id","lat","lon","elev","state","common_name","species_id","func_type","id","phenophase","pheno_class_id","year","first_yes","prior_no"
5208,36.90799,-76.196022,1,"VA","red maple",3,"Deciduous broadleaf",10222,"Open flowers",7,2013,67,9
5208,36.90799,-76.196022,1,"VA","red maple",3,"Deciduous broadleaf",10222,"Open flowers",7,2014,68,12
5208,36.90799,-76.196022,1,"VA","red maple",3,"Deciduous broadleaf",10222,"Open flowers",7,2015,74,5
5208,36.90799,-76.196022,1,"VA","red maple",3,"Deciduous broadleaf",10222,"Open flowers",7,2016,49,9
5208,36.90799,-76.196022,1,"VA","red maple",3,"Deciduous broadleaf",10222,"Open flowers",7,2017,55,7
5208,36.90799,-76.196022,1,"VA","red maple",3,"Deciduous broadleaf",10222,"Open flowers",7,2018,51,10
5211,34.278591,-114.067146,146,"AZ","creosote bush",117,"Evergreen broadleaf",10235,"Flowers or flower buds",6,2011,95,7
5211,34.278591,-114.067146,146,"AZ","creosote bush",117,"Evergreen broadleaf",10235,"Flowers or flower buds",6,2012,60,13
5211,34.278591,-114.067146,146,"AZ","creosote bush",117,"Evergreen broadleaf",10235,"Open flowers",7,2011,95,7
5211,34.278591,-114.067146,146,"AZ","creosote bush",117,"Evergreen broadleaf",10235,"Open flowers",7,2012,115,14
5212,34.281403,-114.070473,147,"AZ","honey mesquite",84,"Drought deciduous broadleaf",10236,"Leaves",3,2012,75,7
5213,34.289204,-114.08345,171,"AZ","ocotillo",16,"Drought deciduous broadleaf",10237,"Leaves",3,2011,53,8
5213,34.289204,-114.08345,171,"AZ","ocotillo",16,"Drought deciduous broadleaf",10237,"Leaves",3,2012,47,14
5213,34.289204,-114.08345,171,"AZ","ocotillo",16,"Drought deciduous broadleaf",10237,"Flowers or flower buds",6,2012,59,12
5214,34.290997,-114.090332,190,"AZ","ocotillo",16,"Drought deciduous broadleaf",10238,"Leaves",3,2011,45,6
5214,34.290997,-114.090332,190,"AZ","ocotillo",16,"Drought deciduous broadleaf",10238,"Leaves",3,2012,47,14
5214,34.290997,-114.090332,190,"AZ","ocotillo",16,"Drought deciduous broadleaf",10238,"Flowers or flower buds",6,2012,68,8
5229,34.01189,-84.355904,300,"GA","flowering dogwood",12,"Deciduous broadleaf",10279,"Leaves",3,2011,84,7
5229,34.01189,-84.355904,300,"GA","flowering dogwood",12,"Deciduous broadleaf",10279,"Leaves",3,2012,84,9
5229,34.01189,-84.355904,300,"GA","flowering dogwood",12,"Deciduous broadleaf",10279,"Leaves",3,2013,102,10
5229,34.01189,-84.355904,300,"GA","flowering dogwood",12,"Deciduous broadleaf",10279,"Flowers or flower buds",6,2012,75,6
5229,34.01189,-84.355904,300,"GA","flowering dogwood",12,"Deciduous broadleaf",10279,"Flowers or flower buds",6,2013,102,10
5232,37.757126,-77.490578,64,"VA","red maple",3,"Deciduous broadleaf",10290,"Open flowers",7,2011,51,3
5144,38.586487,-90.412476,204,"MO","flowering dogwood",12,"Deciduous broadleaf",10431,"Leaves",3,2011,103,3
5144,38.586487,-90.412476,204,"MO","flowering dogwood",12,"Deciduous broadleaf",10431,"Flowers or flower buds",6,2011,98,5
5116,34.928726,-79.782715,84,"NC","flowering dogwood",12,"Deciduous broadleaf",10441,"Leaves",3,2011,75,1
5301,40.797592,-76.040657,317,"PA","purple loosestrife",172,"Forb",10591,"Initial growth (forbs)",1,2011,120,4
5135,42.722599,-71.606911,109,"NH","white clover",191,"Forb",10655,"Leaves (forbs)",3,2011,100,7
5309,33.229744,-97.12867,206,"TX","bur oak",101,"Deciduous broadleaf",10694,"Leaves",3,2011,94,3
5311,40.801147,-76.039352,323,"PA","black walnut",80,"Deciduous broadleaf",10708,"Breaking leaf buds",1,2011,120,8
5312,40.799053,-76.036331,316,"PA","black cherry",28,"Deciduous broadleaf",10712,"Flowers or flower buds",6,2011,132,4
5312,40.799053,-76.036331,316,"PA","black cherry",28,"Deciduous broadleaf",10712,"Flowers or flower buds",6,2012,93,7
5312,40.799053,-76.036331,316,"PA","black elderberry",90,"Deciduous broadleaf",10713,"Breaking leaf buds",1,2011,113,1
5312,40.799053,-76.036331,316,"PA","black elderberry",90,"Deciduous broadleaf",10713,"Breaking leaf buds",1,2012,106,6
5281,40.710247,-77.956192,368,"PA","red maple",3,"Deciduous broadleaf",10791,"Flowers or flower buds",6,2011,118,7
5281,40.710247,-77.956192,368,"PA","red maple",3,"Deciduous broadleaf",10791,"Open flowers",7,2011,118,7
5281,40.710247,-77.956192,368,"PA","black walnut",80,"Deciduous broadleaf",10796,"Breaking leaf buds",1,2011,118,7
5281,40.710247,-77.956192,368,"PA","black cherry",28,"Deciduous broadleaf",10799,"Flowers or flower buds",6,2011,131,7
5356,42.741394,-70.795456,2,"MA","black cherry",28,"Deciduous broadleaf",11020,"Flowers or flower buds",6,2011,153,6
5356,42.741394,-70.795456,2,"MA","black cherry",28,"Deciduous broadleaf",11020,"Flowers or flower buds",6,2012,110,7
5356,42.741394,-70.795456,2,"MA","black cherry",28,"Deciduous broadleaf",11021,"Flowers or flower buds",6,2011,129,4
5356,42.741394,-70.795456,2,"MA","black cherry",28,"Deciduous broadleaf",11021,"Flowers or flower buds",6,2012,110,7
5356,42.741394,-70.795456,2,"MA","black cherry",28,"Deciduous broadleaf",11027,"Flowers or flower buds",6,2011,129,4
5356,42.741394,-70.795456,2,"MA","black cherry",28,"Deciduous broadleaf",11027,"Flowers or flower buds",6,2012,103,8
5356,42.741394,-70.795456,2,"MA","eastern redcedar",44,"Evergreen conifer",11028,"Pollen cones (conifers)",6,2011,112,2
5356,42.741394,-70.795456,2,"MA","eastern redcedar",44,"Evergreen conifer",11029,"Pollen cones (conifers)",6,2011,90,3
5356,42.741394,-70.795456,2,"MA","eastern redcedar",44,"Evergreen conifer",11029,"Pollen cones (conifers)",6,2012,90,9
5356,42.741394,-70.795456,2,"MA","eastern redcedar",44,"Evergreen conifer",11030,"Pollen cones (conifers)",6,2011,118,6
5358,42.77277,-70.806007,2,"MA","black cherry",28,"Deciduous broadleaf",11032,"Flowers or flower buds",6,2011,153,6
5358,42.77277,-70.806007,2,"MA","black cherry",28,"Deciduous broadleaf",11032,"Flowers or flower buds",6,2012,110,7
5358,42.77277,-70.806007,2,"MA","black cherry",28,"Deciduous broadleaf",11033,"Flowers or flower buds",6,2011,147,8
5358,42.77277,-70.806007,2,"MA","black cherry",28,"Deciduous broadleaf",11033,"Flowers or flower buds",6,2012,110,7
5405,40.680683,-75.504723,118,"PA","flowering dogwood",12,"Deciduous broadleaf",11260,"Leaves",3,2011,118,2
5405,40.680683,-75.504723,118,"PA","flowering dogwood",12,"Deciduous broadleaf",11260,"Leaves",3,2012,103,11
5405,40.680683,-75.504723,118,"PA","flowering dogwood",12,"Deciduous broadleaf",11260,"Flowers or flower buds",6,2011,113,3
5405,40.680683,-75.504723,118,"PA","flowering dogwood",12,"Deciduous broadleaf",11260,"Flowers or flower buds",6,2012,85,9
5418,43.705055,-70.61145,73,"ME","red maple",3,"Deciduous broadleaf",11309,"Flowers or flower buds",6,2011,103,2
5418,43.705055,-70.61145,73,"ME","red maple",3,"Deciduous broadleaf",11309,"Open flowers",7,2011,112,2
5424,47.456524,-117.707832,704,"WA","common snowberry",92,"Deciduous broadleaf",11341,"Breaking leaf buds",1,2012,105,6
5327,44.989223,-93.193871,308,"MN","Virginia bluebells",176,"Forb",11370,"Flowers or flower buds",6,2013,129,1
5327,44.989223,-93.193871,308,"MN","Virginia bluebells",176,"Forb",11370,"Flowers or flower buds",6,2015,121,6
5327,44.989223,-93.193871,308,"MN","Virginia bluebells",176,"Forb",11370,"Flowers or flower buds",6,2016,105,6
5327,44.989223,-93.193871,308,"MN","Virginia bluebells",176,"Forb",11370,"Flowers or flower buds",6,2017,113,8
5327,44.989223,-93.193871,308,"MN","Virginia bluebells",176,"Forb",11370,"Flowers or flower buds",6,2019,139,12
5327,44.989223,-93.193871,308,"MN","Virginia bluebells",176,"Forb",11370,"Flowers or flower buds",6,2021,108,2
5431,35.517879,-82.469681,786,"NC","black cherry",28,"Deciduous broadleaf",11385,"Flowers or flower buds",6,2023,128,29
5431,35.517879,-82.469681,786,"NC","sweetgum",81,"Deciduous broadleaf",11408,"Leaves",3,2023,90,25
5431,35.517879,-82.469681,786,"NC","flowering dogwood",12,"Deciduous broadleaf",11409,"Leaves",3,2023,90,25
5431,35.517879,-82.469681,786,"NC","flowering dogwood",12,"Deciduous broadleaf",11409,"Leaves",3,2024,98,17
5431,35.517879,-82.469681,786,"NC","flowering dogwood",12,"Deciduous broadleaf",11409,"Flowers or flower buds",6,2023,99,5
5431,35.517879,-82.469681,786,"NC","flowering dogwood",12,"Deciduous broadleaf",11409,"Flowers or flower buds",6,2024,70,20
5431,35.517879,-82.469681,786,"NC","red maple",3,"Deciduous broadleaf",11410,"Flowers or flower buds",6,2023,56,7
5431,35.517879,-82.469681,786,"NC","red maple",3,"Deciduous broadleaf",11410,"Flowers or flower buds",6,2024,70,20
5431,35.517879,-82.469681,786,"NC","red maple",3,"Deciduous broadleaf",11410,"Open flowers",7,2023,56,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2012,62,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2015,40,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2017,121,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2018,15,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2020,41,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2021,46,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2023,73,29
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Flowers or flower buds",6,2024,57,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2012,86,18
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2013,91,5
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2015,40,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2017,73,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2018,44,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2019,84,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2020,76,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2021,88,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2022,39,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2023,100,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11425,"Open flowers",7,2024,99,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2012,62,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2013,150,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2015,40,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2017,52,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2018,29,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2019,231,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2020,41,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2021,59,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2022,241,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2023,44,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Flowers or flower buds",6,2024,36,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2012,86,18
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2013,78,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2015,40,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2017,73,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2018,44,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2019,21,17
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2020,76,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2021,88,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2022,60,10
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2023,100,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11426,"Open flowers",7,2024,78,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2012,62,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2013,141,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2015,56,16
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2017,52,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2018,64,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2019,134,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2020,49,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2021,67,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2022,101,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2023,100,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Flowers or flower buds",6,2024,78,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2012,86,18
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2013,86,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2015,65,9
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2017,79,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2018,92,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2019,63,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2020,101,25
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2021,103,9
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2022,109,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2023,114,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11427,"Open flowers",7,2024,99,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2012,62,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2013,114,2
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2015,56,16
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2017,52,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2018,44,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2020,41,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2021,46,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2022,24,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2023,79,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Flowers or flower buds",6,2024,36,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2012,103,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2013,86,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2015,65,9
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2017,79,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2018,44,15
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2019,84,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2020,62,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2021,88,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2022,50,11
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2023,114,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11428,"Open flowers",7,2024,99,21
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2012,62,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2013,142,1
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2015,56,16
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2017,23,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2018,64,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2019,224,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2020,49,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2021,59,13
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2022,80,20
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2023,79,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Flowers or flower buds",6,2024,57,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2012,96,10
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2013,86,8
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2014,55,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2015,65,9
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2016,60,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2017,23,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2018,92,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2019,84,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2020,101,25
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2021,94,6
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2022,94,7
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2023,114,14
5442,34.12822,-116.039612,602,"CA","creosote bush",117,"Evergreen broadleaf",11429,"Open flowers",7,2024,99,21
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11430,"Leaves",3,2013,57,1
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11431,"Leaves",3,2012,31,5
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11431,"Leaves",3,2017,73,8
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11431,"Leaves",3,2022,87,7
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2012,66,4
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2017,58,6
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2018,85,7
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2019,91,7
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2020,101,25
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2021,94,6
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2023,93,14
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11432,"Leaves",3,2024,247,15
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11433,"Leaves",3,2017,73,8
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11433,"Leaves",3,2023,241,8
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2012,86,18
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2013,36,7
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2015,218,7
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2017,58,6
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2019,84,7
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2020,76,14
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2022,80,20
5442,34.12822,-116.039612,602,"CA","honey mesquite",84,"Drought deciduous broadleaf",11434,"Leaves",3,2023,93,14
5434,43.631012,-70.406815,30,"ME","red maple",3,"Deciduous broadleaf",11466,"Open flowers",7,2011,113,7
5431,35.517879,-82.469681,786,"NC","sweetgum",81,"Deciduous broadleaf",11493,"Leaves",3,2023,74,6
5431,35.517879,-82.469681,786,"NC","sweetgum",81,"Deciduous broadleaf",11493,"Leaves",3,2024,98,17
5431,35.517879,-82.469681,786,"NC","sweetgum",81,"Deciduous broadleaf",11493,"Flowers or flower buds",6,2024,98,17
5431,35.517879,-82.469681,786,"NC","flowering dogwood",12,"Deciduous broadleaf",11494,"Leaves",3,2023,82,14
5431,35.517879,-82.469681,786,"NC","flowering dogwood",12,"Deciduous broadleaf",11494,"Flowers or flower buds",6,2023,82,14
